field2,_CLEANADDR,위도,경도
서울특별시 송파구 거여동,서울특별시 송파구 양산로 1 (거여동),37.489415965718514,127.1425568771457
서울특별시 도봉구 창동,서울특별시 도봉구 덕릉로 214 (창동),37.63718831360388,127.03700520171869
서울특별시 은평구 불광동,서울특별시 은평구 통일로 816 (불광동),37.616891753478086,126.92390434756497
서울특별시 은평구 불광동,서울특별시 은평구 통일로 816 (불광동),37.616891753478086,126.92390434756497
서울특별시 관악구 신림동,서울특별시 관악구 신림로 99 (신림동),37.470228195283156,126.93843046728398
서울특별시 영등포구 당산동2가,서울특별시 영등포구 당산로 83 (당산동2가),37.52205794184338,126.89528683673608
서울특별시 성동구 하왕십리동,서울특별시 성동구 난계로 100 (하왕십리동),37.560326930178,127.02502094574542
서울특별시 용산구 한강로2가,서울특별시 용산구 한강로2가 2,37.533386627365594,126.96883340292199
서울특별시 영등포구 영등포동1가,서울특별시 영등포구 경인로 702 (문래동1가),37.51083956425186,126.89214689714728
서울특별시 관악구 신림동,서울특별시 관악구 조원로 25 (신림동),37.484282805249684,126.9062217319348
서울특별시 마포구 창전동,서울특별시 마포구 서강로 75-4 (창전동),37.550076771138784,126.93171303032895
서울특별시 동대문구 답십리동,서울특별시 동대문구 천호대로 257 (답십리동),37.568962902631945,127.05044611815366
서울특별시 서대문구 충정로3가,서울특별시 서대문구 충정로 7 (충정로3가),37.56009397659511,126.96229241403753
서울특별시 영등포구 당산동2가,서울특별시 영등포구 당산로 83 (당산동2가),37.52205794184338,126.89528683673608
서울특별시 동작구 사당동,서울특별시 동작구 사당로 158 (사당동),37.48737352332626,126.96677398606717
서울특별시 양천구 신정동,서울특별시 양천구 목동로 17 (신정동),37.510472372070694,126.87126528929957
서울특별시 관악구 신림동,서울특별시 관악구 신림로 99 (신림동),37.470228195283156,126.93843046728398
서울특별시 성북구 하월곡동,서울특별시 성북구 오패산로 90 (하월곡동),37.61197638898114,127.03779104527902
서울특별시 영등포구 신길동,서울특별시 영등포구 영등포로 390 (신길동),37.51323324542542,126.92136849627279
서울특별시 영등포구 당산동2가,서울특별시 영등포구 당산로 83 (당산동2가),37.52205794184338,126.89528683673608
서울특별시 중구 신당동,서울특별시 중구 다산로 114 (신당동),37.55396490741687,127.0104357148597
서울특별시 강서구 내발산동,서울특별시 강서구 수명로 31 (내발산동),37.54975641464583,126.82313768447915
서울특별시 동대문구 신설동,서울특별시 동대문구 난계로 230 (신설동),37.57210770248098,127.02357620050498
서울특별시 구로구 구로동,서울특별시 구로구 구일로 52 (구로동),37.49116846469546,126.87517708660371
서울특별시 강동구 성내동,서울특별시 강동구 천호대로 975 (천호동),37.540028056231925,127.12123182892086
서울특별시 영등포구 당산동2가,서울특별시 영등포구 당산로 83 (당산동2가),37.52205794184338,126.89528683673608
서울특별시 관악구 신림동,서울특별시 관악구 난곡로 63 (신림동),37.46077890055758,126.91818502761123
서울특별시 강서구 가양동,서울특별시 강서구 허준로 176 (가양동),37.56152358684982,126.85703049242073
서울특별시 노원구 하계동,서울특별시 노원구 동일로 985 (공릉동),37.61805909008127,127.07520286932638
서울특별시 동대문구 휘경동,서울특별시 동대문구 망우로 46 (휘경동),37.58876641467476,127.05879139936377
서울특별시 용산구 한강로2가,서울특별시 용산구 한강로2가 2,37.533386627365594,126.96883340292199
서울특별시 영등포구 당산동2가,서울특별시 영등포구 당산로 83 (당산동2가),37.52205794184338,126.89528683673608
서울특별시 노원구 상계동,서울특별시 노원구 한글비석로 396 (상계동),37.66150342218095,127.07360632634378
서울특별시 중랑구 신내동,서울특별시 중랑구 신내역로 160 (신내동),37.61675283467624,127.11145632510973
서울특별시 동작구 사당동,서울특별시 동작구 남부순환로 2003 (사당동),37.475818577297005,126.97128284821785
서울특별시 동작구 대방동,서울특별시 동작구 여의대방로 56-7 (신대방동),37.495660637227026,126.91287900001257
서울특별시 강서구 마곡동,서울특별시 강서구 공항대로 140 (마곡동),37.55925676178114,126.82338877405735
서울특별시 용산구 한강로2가,서울특별시 용산구 한강로2가 2,37.533386627365594,126.96883340292199
서울특별시 양천구 목동,서울특별시 양천구 공항대로 630 (목동),37.546483052868105,126.87475830667863
서울특별시 도봉구 창동,서울특별시 도봉구 덕릉로 214 (창동),37.63718831360388,127.03700520171869
서울특별시 금천구 가산동,서울특별시 금천구 남부순환로 1266 (가산동),37.47872281400831,126.8911521947291
서울특별시 동작구 사당동,서울특별시 동작구 남부순환로 2003 (사당동),37.475818577297005,126.97128284821785
서울특별시 강서구 마곡동,서울특별시 강서구 공항대로 124 (마곡동),37.5594618304311,126.82072855732048
서울특별시 영등포구 당산동2가,서울특별시 영등포구 당산로 83 (당산동2가),37.52205794184338,126.89528683673608
서울특별시 은평구 불광동,서울특별시 은평구 통일로 816 (불광동),37.616891753478086,126.92390434756497
서울특별시 관악구 봉천동,서울특별시 관악구 관악로 110 (봉천동),37.475002966965356,126.95318012362739
서울특별시 관악구 봉천동,서울특별시 관악구 남부순환로 1351 (신림동),37.47960593721318,126.90076639163516
서울특별시 동작구 상도동,서울특별시 동작구 상도로 53 (대방동),37.499974042318875,126.92652155910419
서울특별시 서초구 서초동,서울특별시 서초구 남부순환로 2567 (서초동),37.48461970795663,127.03129949703701
서울특별시 용산구 한강로2가,서울특별시 용산구 한강로2가 2,37.533386627365594,126.96883340292199
서울특별시 은평구 불광동,서울특별시 은평구 통일로 816 (불광동),37.616891753478086,126.92390434756497
서울특별시 구로구 오류동,서울특별시 구로구 경인로 20 (오류동),37.488779675622474,126.82544902611586
서울특별시 동대문구 휘경동,서울특별시 동대문구 장안벚꽃로 317 (휘경동),37.58689578434609,127.07001565570816
서울특별시 동작구 상도동,서울특별시 동작구 상도로 62 (대방동),37.49955056393514,126.92737657916238
서울특별시 용산구 한강로2가,서울특별시 용산구 한강로2가 2,37.533386627365594,126.96883340292199
서울특별시 영등포구 당산동2가,서울특별시 영등포구 당산로 83 (당산동2가),37.52205794184338,126.89528683673608
서울특별시 금천구 독산동,서울특별시 금천구 한내로 69-15 (독산동),37.45835667391927,126.88695267636477
서울특별시 강동구 강일동,서울특별시 강동구 고덕로 427 (강일동),37.55988857982559,127.17351332723526
서울특별시 광진구 화양동,서울특별시 광진구 능동로 19 (자양동),37.532902277442055,127.0670106957222
서울특별시 구로구 구로동,서울특별시 구로구 도림로 59 (구로동),37.488527226244635,126.88881462962706
서울특별시 성북구 장위동,서울특별시 성북구 화랑로 299 (장위동),37.61363992858649,127.06083799170146
서울특별시 영등포구 당산동2가,서울특별시 영등포구 당산로 83 (당산동2가),37.52205794184338,126.89528683673608
서울특별시 동대문구 제기동,서울특별시 동대문구 고산자로 568 (제기동),37.59008392004875,127.0368993603607
서울특별시 영등포구 신길동,서울특별시 영등포구 신풍로 28 (신길동),37.499813938437285,126.90960292348623
서울특별시 용산구 한강로2가,서울특별시 용산구 한강로2가 2,37.533386627365594,126.96883340292199
서울특별시 노원구 상계동,서울특별시 노원구 노해로 508 (상계동),37.654045945041496,127.06562610252102
서울특별시 노원구 월계동,서울특별시 노원구 마들로 111 (월계동),37.623834132463394,127.06477755699827
서울특별시 영등포구 당산동2가,서울특별시 영등포구 당산로 83 (당산동2가),37.52205794184338,126.89528683673608
서울특별시 강동구 명일동,서울특별시 강동구 고덕로 210 (명일동),37.55265126934228,127.14965525216576
서울특별시 강서구 화곡동,서울특별시 강서구 곰달래로 84 (화곡동),37.53012488809455,126.84205105796201
서울특별시 양천구 신정동,서울특별시 양천구 중앙로 286 (신정동),37.52182294062607,126.8525144272948
서울특별시 동대문구 전농동,서울특별시 동대문구 전농로 9 (답십리동),37.56631192577012,127.05554986169409
서울특별시 영등포구 당산동2가,서울특별시 영등포구 당산로 83 (당산동2가),37.52205794184338,126.89528683673608
서울특별시 강서구 마곡동,서울특별시 강서구 공항대로 124 (마곡동),37.5594618304311,126.82072855732048
서울특별시 중랑구 묵동,서울특별시 중랑구 동일로 952 (묵동),37.61535597107902,127.07688966186566
서울특별시 영등포구 당산동2가,서울특별시 영등포구 당산로 83 (당산동2가),37.52205794184338,126.89528683673608
서울특별시 마포구 성산동,서울특별시 마포구 성암로 28 (성산동),37.56915466916874,126.91325186929585
서울특별시 구로구 구로동,서울특별시 구로구 도림로 12 (구로동),37.485455578315694,126.88705767102039
서울특별시 강북구 미아동,서울특별시 강북구 솔샘로 159 (미아동),37.62200120100944,127.01117972873578
서울특별시 성동구 금호동1가,서울특별시 성동구 금호로 110 (금호동1가),37.55299559311231,127.0245563414053
서울특별시 관악구 신림동,서울특별시 관악구 신림로 99 (신림동),37.470228195283156,126.93843046728398
서울특별시 강서구 화곡동,서울특별시 강서구 곰달래로 125 (화곡동),37.53080902414787,126.84676088444071
서울특별시 강동구 길동,서울특별시 강동구 명일로 293 (길동),37.543916726671966,127.1477566763696
서울특별시 중구 신당동,서울특별시 중구 왕십리로 407 (신당동),37.56423894890641,127.02516942269818
서울특별시 양천구 목동,서울특별시 양천구 목동동로 10 (신정동),37.513302594194954,126.85769229843253
서울특별시 동대문구 답십리동,서울특별시 동대문구 사가정로 6 (답십리동),37.57017695420693,127.04953373779163
서울특별시 중랑구 상봉동,서울특별시 중랑구 면목로 490 (상봉동),37.5956532949473,127.0860916075926
서울특별시 강서구 내발산동,서울특별시 강서구 강서로 47 (화곡동),37.531957299499304,126.84634080842085
서울특별시 관악구 신림동,서울특별시 관악구 신림로 99 (신림동),37.470228195283156,126.93843046728398
서울특별시 구로구 신도림동,서울특별시 구로구 경인로 59 (오류동),37.49119894376977,126.82863406086263
서울특별시 송파구 풍납동,서울특별시 송파구 강동대로 13 (풍납동),37.529022943447096,127.10994092620577
서울특별시 동작구 상도동,서울특별시 동작구 상도로 15 (대방동),37.500089432624215,126.92222993391077
서울특별시 성동구 행당동,서울특별시 성동구 행당로 79 (행당동),37.55683371774511,127.02578906437377
서울특별시 강북구 미아동,서울특별시 강북구 솔샘로 174 (미아동),37.61821741336152,127.01081118973046
서울특별시 송파구 문정동,서울특별시 송파구 송이로 31 (송파동),37.50255371107308,127.11726426009312
서울특별시 동대문구 신설동,서울특별시 동대문구 난계로 230 (신설동),37.57210770248098,127.02357620050498
서울특별시 송파구 장지동,서울특별시 송파구 충민로 5 (문정동),37.480084051708054,127.11917063766423
서울특별시 마포구 창전동,서울특별시 마포구 서강로 75-4 (창전동),37.550076771138784,126.93171303032895
서울특별시 중랑구 망우동,서울특별시 중랑구 양원역로 92 (망우동),37.60859213757342,127.10623772279821
서울특별시 구로구 오류동,서울특별시 구로구 경인로 20 (오류동),37.488779675622474,126.82544902611586
서울특별시 은평구 불광동,서울특별시 은평구 통일로 816 (불광동),37.616891753478086,126.92390434756497
서울특별시 구로구 천왕동,서울특별시 구로구 금오로 882 (천왕동),37.476582630838756,126.84259253791036
서울특별시 강서구 마곡동,서울특별시 강서구 공항대로 140 (마곡동),37.55925676178114,126.82338877405735
서울특별시 은평구 대조동,서울특별시 은평구 통일로 767 (대조동),37.613554889530306,126.92675220508107
서울특별시 강동구 상일동,서울특별시 강동구 상일로 13 (상일동),37.54825483668016,127.17310351426272
서울특별시 도봉구 창동,서울특별시 도봉구 덕릉로 214 (창동),37.63718831360388,127.03700520171869
서울특별시 은평구 불광동,서울특별시 은평구 통일로 742 (불광동),37.611859230977615,126.92939273378158
서울특별시 송파구 거여동,서울특별시 송파구 양산로 1 (거여동),37.489415965718514,127.1425568771457
서울특별시 서초구 반포동,서울특별시 서초구 서초중앙로 220 (반포동),37.502368922328394,127.01302350554354
서울특별시 은평구 불광동,서울특별시 은평구 통일로 816 (불광동),37.616891753478086,126.92390434756497
서울특별시 구로구 오류동,서울특별시 구로구 경인로 20 (오류동),37.488779675622474,126.82544902611586
서울특별시 마포구 성산동,서울특별시 마포구 성암로 28 (성산동),37.56915466916874,126.91325186929585
서울특별시 중랑구 신내동,서울특별시 중랑구 신내역로 160 (신내동),37.61675283467624,127.11145632510973
서울특별시 은평구 대조동,서울특별시 은평구 통일로 767 (대조동),37.613554889530306,126.92675220508107
서울특별시 송파구 거여동,서울특별시 송파구 양산로 1 (거여동),37.489415965718514,127.1425568771457
서울특별시 중랑구 신내동,서울특별시 중랑구 신내역로 20 (망우동),37.61283705609818,127.10321569839073
서울특별시 중랑구 망우동,서울특별시 중랑구 양원역로 92 (망우동),37.60859213757342,127.10623772279821
서울특별시 금천구 가산동,서울특별시 금천구 가산로 9 (독산동),37.470854727535716,126.90174763397269
서울특별시 은평구 불광동,서울특별시 은평구 통일로 816 (불광동),37.616891753478086,126.92390434756497
서울특별시 구로구 오류동,서울특별시 구로구 경인로 20 (오류동),37.488779675622474,126.82544902611586
서울특별시 송파구 장지동,서울특별시 송파구 송파대로 6 (장지동),37.47105803855977,127.12677097410241
서울특별시 강서구 등촌동,서울특별시 강서구 공항대로 59 (공항동),37.56136616711058,126.81396945378815
서울특별시 은평구 대조동,서울특별시 은평구 통일로 767 (대조동),37.613554889530306,126.92675220508107
서울특별시 노원구 하계동,서울특별시 노원구 공릉로 95 (공릉동),37.61884614523893,127.07831093532418
서울특별시 구로구 천왕동,서울특별시 구로구 금오로 882 (천왕동),37.476582630838756,126.84259253791036
서울특별시 은평구 불광동,서울특별시 은평구 통일로 816 (불광동),37.616891753478086,126.92390434756497
서울특별시 관악구 신림동,서울특별시 관악구 신림로 99 (신림동),37.470228195283156,126.93843046728398
서울특별시 노원구 중계동,서울특별시 노원구 덕릉로 430 (상계동),37.64339134661999,127.05599837648181
서울특별시 강동구 성내동,서울특별시 강동구 올림픽로 610 (성내동),37.53579313597631,127.12297244128588
서울특별시 노원구 상계동,서울특별시 노원구 동일로 985 (공릉동),37.61805909008127,127.07520286932638
서울특별시 구로구 오류동,서울특별시 구로구 경인로 20 (오류동),37.488779675622474,126.82544902611586
서울특별시 강서구 화곡동,서울특별시 강서구 강서로 17 (화곡동),37.52939876757186,126.84773074310458
서울특별시 강서구 화곡동,서울특별시 강서구 공항대로 46 (공항동),37.56094263531382,126.81235822287275
서울특별시 은평구 불광동,서울특별시 은평구 통일로 816 (불광동),37.616891753478086,126.92390434756497
서울특별시 은평구 대조동,서울특별시 은평구 통일로 573 (응암동),37.598376585432305,126.93749441881332
서울특별시 은평구 대조동,서울특별시 은평구 통일로 767 (대조동),37.613554889530306,126.92675220508107
서울특별시 마포구 성산동,서울특별시 마포구 성암로 28 (성산동),37.56915466916874,126.91325186929585
서울특별시 강서구 내발산동,서울특별시 강서구 수명로 31 (내발산동),37.54975641464583,126.82313768447915
서울특별시 성동구 마장동,서울특별시 성동구 마조로 15-2 (행당동),37.559214577698,127.04059389016315
서울특별시 관악구 신림동,서울특별시 관악구 조원로 25 (신림동),37.484282805249684,126.9062217319348
서울특별시 노원구 하계동,서울특별시 노원구 공릉로 351 (하계동),37.63862304638156,127.0678913467934
서울특별시 은평구 불광동,서울특별시 은평구 통일로 816 (불광동),37.616891753478086,126.92390434756497
서울특별시 은평구 진관동,서울특별시 은평구 통일로 1080 (진관동),37.63945111851918,126.91706625752806
서울특별시 마포구 성산동,서울특별시 마포구 성암로 28 (성산동),37.56915466916874,126.91325186929585
서울특별시 은평구 대조동,서울특별시 은평구 통일로 767 (대조동),37.613554889530306,126.92675220508107
서울특별시 강서구 등촌동,서울특별시 강서구 강서로 56 (화곡동),37.53276400711824,126.84640439925465
서울특별시 중랑구 망우동,서울특별시 중랑구 양원역로 92 (망우동),37.60859213757342,127.10623772279821
서울특별시 은평구 불광동,서울특별시 은평구 통일로 816 (불광동),37.616891753478086,126.92390434756497
서울특별시 은평구 대조동,서울특별시 은평구 통일로 767 (대조동),37.613554889530306,126.92675220508107
서울특별시 동대문구 답십리동,서울특별시 동대문구 고미술로 71 (답십리동),37.5661135015106,127.0551488005356
서울특별시 마포구 창전동,서울특별시 마포구 서강로 75-4 (창전동),37.550076771138784,126.93171303032895
서울특별시 마포구 성산동,서울특별시 마포구 성암로 28 (성산동),37.56915466916874,126.91325186929585
서울특별시 노원구 공릉동,서울특별시 노원구 동일로 1000 (공릉동),37.6194890434001,127.07549248509214
서울특별시 중랑구 망우동,서울특별시 중랑구 양원역로 92 (망우동),37.60859213757342,127.10623772279821
서울특별시 구로구 고척동,서울특별시 구로구 고척로 52 (오류동),37.498148345633474,126.84118634614819
서울특별시 은평구 불광동,서울특별시 은평구 통일로 816 (불광동),37.616891753478086,126.92390434756497
서울특별시 은평구 녹번동,서울특별시 은평구 통일로 630 (녹번동),37.60283356764077,126.93597192533963
서울특별시 마포구 성산동,서울특별시 마포구 성암로 28 (성산동),37.56915466916874,126.91325186929585
서울특별시 중랑구 상봉동,서울특별시 중랑구 면목로 487 (상봉동),37.59538426813686,127.08545310392294
서울특별시 동대문구 신설동,서울특별시 동대문구 난계로 230 (신설동),37.57210770248098,127.02357620050498
서울특별시 강동구 천호동,서울특별시 강동구 천호대로 975 (천호동),37.540028056231925,127.12123182892086
서울특별시 은평구 불광동,서울특별시 은평구 통일로 816 (불광동),37.616891753478086,126.92390434756497
서울특별시 중랑구 신내동,서울특별시 중랑구 신내역로 20 (망우동),37.61283705609818,127.10321569839073
서울특별시 구로구 오류동,서울특별시 구로구 경인로 20 (오류동),37.488779675622474,126.82544902611586
서울특별시 은평구 대조동,서울특별시 은평구 통일로 767 (대조동),37.613554889530306,126.92675220508107
서울특별시 중랑구 망우동,서울특별시 중랑구 양원역로 92 (망우동),37.60859213757342,127.10623772279821
서울특별시 노원구 상계동,서울특별시 노원구 동일로 985 (공릉동),37.61805909008127,127.07520286932638
서울특별시 은평구 불광동,서울특별시 은평구 통일로 816 (불광동),37.616891753478086,126.92390434756497
서울특별시 서대문구 홍은동,서울특별시 서대문구 세검정로 3 (홍은동),37.591899551113215,126.94215155502351
서울특별시 마포구 염리동,서울특별시 마포구 대흥로 24 (용강동),37.54304398926807,126.93788005901988
서울특별시 용산구 한강로2가,서울특별시 용산구 한강로2가 2,37.533386627365594,126.96883340292199
서울특별시 중랑구 신내동,서울특별시 중랑구 신내역로 20 (망우동),37.61283705609818,127.10321569839073
서울특별시 강서구 화곡동,서울특별시 강서구 강서로 17 (화곡동),37.52939876757186,126.84773074310458
서울특별시 은평구 불광동,서울특별시 은평구 통일로 816 (불광동),37.616891753478086,126.92390434756497
서울특별시 동대문구 신설동,서울특별시 동대문구 난계로 230 (신설동),37.57210770248098,127.02357620050498
서울특별시 강서구 마곡동,서울특별시 강서구 공항대로 124 (마곡동),37.5594618304311,126.82072855732048
서울특별시 은평구 대조동,서울특별시 은평구 통일로 833 (대조동),37.617689740765215,126.92195774269373
서울특별시 중랑구 망우동,서울특별시 중랑구 양원역로 92 (망우동),37.60859213757342,127.10623772279821
서울특별시 마포구 대흥동,서울특별시 마포구 신촌로 160 (대흥동),37.556301701860384,126.94325747596005
서울특별시 동대문구 답십리동,서울특별시 동대문구 고미술로 71 (답십리동),37.5661135015106,127.0551488005356
서울특별시 양천구 신정동,서울특별시 양천구 목동남로 24 (신정동),37.507560745294064,126.86266335586296
서울특별시 용산구 한강로2가,서울특별시 용산구 한강로2가 2,37.533386627365594,126.96883340292199
서울특별시 용산구 한강로3가,서울특별시 용산구 한강로1가 3,37.5376054194643,126.97431684523656
서울특별시 은평구 불광동,서울특별시 은평구 통일로 816 (불광동),37.616891753478086,126.92390434756497
서울특별시 강동구 강일동,서울특별시 강동구 상일로 152 (강일동),37.561608522015234,127.17193932559266
서울특별시 노원구 월계동,서울특별시 노원구 마들로 59 (월계동),37.621047078271864,127.06786874301963
서울특별시 도봉구 쌍문동,서울특별시 도봉구 해등로 231 (쌍문동),37.657725114898795,127.03204743920575
서울특별시 동대문구 신설동,서울특별시 동대문구 난계로 230 (신설동),37.57210770248098,127.02357620050498
서울특별시 양천구 신정동,서울특별시 양천구 신목로 10 (신정동),37.517968713511365,126.87704985188743
서울특별시 은평구 불광동,서울특별시 은평구 통일로 816 (불광동),37.616891753478086,126.92390434756497
서울특별시 송파구 장지동,서울특별시 송파구 충민로 5 (문정동),37.480084051708054,127.11917063766423
서울특별시 동작구 사당동,서울특별시 동작구 사당로 158 (사당동),37.48737352332626,126.96677398606717
서울특별시 영등포구 신길동,서울특별시 영등포구 여의대방로 45 (신길동),37.49618235597509,126.91072992491887
서울특별시 동대문구 휘경동,서울특별시 동대문구 장안벚꽃로 317 (휘경동),37.58689578434609,127.07001565570816
서울특별시 강동구 강일동,서울특별시 강동구 아리수로 99 (암사동),37.558104113597366,127.14047408276512
서울특별시 중랑구 망우동,서울특별시 중랑구 양원역로 92 (망우동),37.60859213757342,127.10623772279821
서울특별시 도봉구 방학동,서울특별시 도봉구 해등로 295 (방학동),37.65690389248468,127.02393108577509
